Episode,Score
1,-293.1719287845879
2,-255.79578832618287
3,-278.20720221640624
4,-283.08931675968483
5,-224.52287392250705
6,-277.6841780011418
7,-336.031271883671
8,-267.1414468181168
9,-301.8146538743453
10,-246.72464792305715
11,-301.0451164761328
12,-283.0349243269889
13,-266.9802832309932
14,-278.41199231478606
15,-306.1027850228626
16,-305.6568568291068
17,-317.5434876255102
18,-292.9542243963171
19,-306.84728977391
20,-277.45591369668296
21,-290.436671593588
22,-249.072526330042
23,-218.644055435922
24,-202.11030411354423
25,-207.0756883141005
26,-156.59918606690516
27,-197.56885328585787
28,-39.64620397910255
29,-149.76293511928552
30,-123.15600926022252
31,-190.4394132167936
32,-79.15827565343531
33,-238.16987701654264
34,-244.80860115504416
35,-230.90340757751423
36,-258.2166348150504
37,-252.66118703365487
38,-272.491569461111
39,-245.55734649564496
40,-206.79298824885527
41,-214.03976181436173
42,-266.9762132122032
43,-254.8479761149116
44,-244.5576582367329
45,-212.63901565289208
46,-141.31412666901733
47,-84.37982663262154
48,-137.92574899853392
49,-139.11394996741052
50,-237.72148743020293
51,-255.92045365888265
52,-190.11863231127404
53,-203.04765119538587
54,-225.3811792568956
55,-24.41973944701033
56,-198.43140791555413
57,-208.9916609018232
58,-214.96471367208656
59,71.58091849030654
60,-151.76664359510272
61,-235.36099260643968
62,-23.701142988568225
63,-159.1535897987833
64,-149.70517685971373
65,-107.32097949265749
66,-126.26867949403729
67,-88.4160651899406
68,-150.22548496786055
69,-110.75062539748724
70,-78.17819347116591
71,31.929817693632643
72,-72.15242826165648
73,-74.24192684656002
74,16.864101594298265
75,60.622523690054045
76,136.75057514944797
77,8.007568655214726
78,70.58420168004508
79,-118.12669652828248
80,-54.74433978696334
81,-113.4914607368506
82,-50.50084291648655
83,3.921407980276993
84,-65.04803005252806
85,9.575679121765534
86,-92.867942920999
87,-47.86195362342889
88,-63.370239786621966
89,-144.95149247304738
90,-78.32961933600936
91,143.86210251779855
92,-112.32631349955062
93,-186.74351775462696
94,78.77374158514557
95,147.3438026067725
96,-97.62666918330537
97,73.26622145341771
98,-2.979771106229835
99,-58.21178805113878
100,-56.30855914091172
101,96.42877339166726
102,-107.0687013876798
103,68.94270372573006
104,-100.77279057081437
105,-136.9251711850921
106,208.73875360697227
107,11.431450449777108
108,-45.89927457300514
109,-2.862892259867733
110,-10.721608384279431
111,102.49549672505464
112,-64.06767600273955
113,242.9376329663568
114,-73.79092745626681
115,-182.1694139645609
116,12.21651795744116
117,-81.52120366482659
118,-192.99736111323256
119,2.9320404972417395
120,-96.25990247605615
121,-68.12953305413062
122,-47.50395901314824
123,-159.23120227189247
124,-166.97121430880554
125,-169.20755323289907
126,-45.60904868447992
127,82.70050925464069
128,-110.42599408574192
129,-92.80064512589986
130,-165.59694533429936
131,-147.64871931226432
132,-200.78178317665484
133,-186.07517462536205
134,-159.2490318527109
135,-145.5460424730131
136,-46.68687209243399
137,-124.35114556519164
138,-183.59645848947872
139,-116.70692985285868
140,182.8634942896969
141,-27.70298861027062
142,55.54206458992523
143,-97.6604198158944
144,118.67345286194876
145,-115.69177012093638
146,329.1713300413981
147,241.1154697807032
148,139.91800909201487
149,-129.6110645670392
150,-135.67628741645896
151,-96.01237093115004
152,43.44660960461306
153,-28.90488812205454
154,110.30864710997668
155,-166.38742903032235
156,84.57111021844057
157,-59.54254144629783
158,52.538600784754806
159,-82.68570402532278
160,12.34761192230132
161,-116.61646301831664
162,-45.59627627936142
163,42.18457639280598
164,296.95453974885606
165,129.6828612896799
166,209.1853570768751
167,194.1967795708157
168,30.278304565805016
169,-115.71637250556586
170,90.6807417083035
171,-44.46938746966274
172,-190.19065236077293
173,-185.096842563592
174,-160.43975820197377
175,-201.5112794326388
176,-129.14213655997904
177,-109.22580193840592
178,-160.04149087966505
179,-109.490900675639
180,-173.06835837884424
181,-71.7837567600851
182,-86.69709037683891
183,70.10227482708362
184,-147.35820083452785
185,-93.12652812572092
186,5.532585129441954
187,-113.82559840729849
188,42.89839995405165
189,-135.35928422943286
190,-63.82610889260651
191,-162.7768400799516
192,-143.18114035801054
193,-29.35416323819372
194,-111.51071929060107
195,-169.12563197489618
196,65.75069555666259
197,-66.15935069999537
198,-207.2319966229713
199,-211.80288205466343
200,-161.4449616272761
201,-182.30885104091143
202,-122.01261087876183
203,-18.58405190801645
204,-108.66834449780072
205,13.778553789562205
206,41.92539882933254
207,-145.1716718763697
208,-33.6758798554342
209,-130.17982392686451
210,-62.67972317142507
211,100.62420389062014
212,99.21494717337552
213,109.93328603676336
214,55.92733468964694
215,-68.52385717344792
216,154.73374262989086
217,-157.46969042677998
218,-41.67663883179053
219,-96.09423625326303
220,-169.3035492989478
221,14.48034986157204
222,-86.28599734074207
223,-57.91588333972968
224,-79.5965212471804
225,-72.79035875687532
226,-67.75676803670926
